age,workclass,education,occupation,native-country,class
43, Private, Some-college, Exec-managerial, United-States, <=50K
47, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
39, Private, HS-grad, Other-service, United-States, <=50K
49, Private, Assoc-voc, Handlers-cleaners, United-States, <=50K
53, ?, 5th-6th, ?, United-States, <=50K
32, Private, Assoc-voc, Craft-repair, United-States, <=50K
34, Private, Some-college, Prof-specialty, United-States, >50K
28, Private, HS-grad, Craft-repair, United-States, <=50K
57, ?, Assoc-voc, ?, United-States, <=50K
25, Private, Some-college, Adm-clerical, United-States, <=50K
20, ?, Some-college, ?, United-States, <=50K
21, ?, Some-college, ?, United-States, <=50K
34, Private, Bachelors, Prof-specialty, United-States, >50K
38, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
50, Private, HS-grad, Exec-managerial, United-States, >50K
24, Local-gov, Some-college, Handlers-cleaners, United-States, <=50K
37, Local-gov, Some-college, Tech-support, United-States, >50K
44, Private, Some-college, Machine-op-inspct, United-States, >50K
28, Private, Some-college, Sales, United-States, <=50K
42, Private, Bachelors, Exec-managerial, United-States, >50K
74, Private, Some-college, Adm-clerical, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
44, Self-emp-not-inc, Masters, Prof-specialty, United-States, <=50K
44, Private, 11th, Machine-op-inspct, Puerto-Rico, <=50K
26, Private, HS-grad, Machine-op-inspct, United-States, <=50K
36, Private, HS-grad, Other-service, United-States, <=50K
41, Private, Assoc-acdm, Exec-managerial, United-States, >50K
67, Private, Prof-school, Prof-specialty, United-States, >50K
39, Local-gov, 12th, Tech-support, United-States, <=50K
57, Private, 1st-4th, Priv-house-serv, United-States, <=50K
29, Private, Assoc-voc, Craft-repair, United-States, <=50K
31, Self-emp-inc, Bachelors, Farming-fishing, United-States, <=50K
34, ?, HS-grad, ?, United-States, <=50K
44, Private, Some-college, Transport-moving, United-States, <=50K
29, Private, Doctorate, Prof-specialty, United-States, <=50K
30, Private, Some-college, Handlers-cleaners, United-States, <=50K
27, Private, HS-grad, Transport-moving, United-States, <=50K
27, Private, Some-college, Sales, United-States, <=50K
32, Private, HS-grad, Handlers-cleaners, United-States, <=50K
58, Private, 10th, Other-service, United-States, <=50K
35, Local-gov, Some-college, Protective-serv, United-States, <=50K
21, Private, HS-grad, Handlers-cleaners, United-States, <=50K
28, Private, Some-college, Craft-repair, United-States, <=50K
46, Self-emp-not-inc, Some-college, Exec-managerial, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
72, Private, 11th, Adm-clerical, United-States, <=50K
35, Private, HS-grad, Machine-op-inspct, United-States, <=50K
33, Federal-gov, Assoc-voc, Craft-repair, United-States, >50K
69, Private, 11th, Machine-op-inspct, United-States, <=50K
35, Private, HS-grad, Machine-op-inspct, United-States, <=50K
31, Private, HS-grad, Adm-clerical, ?, <=50K
34, Private, HS-grad, Tech-support, United-States, <=50K
30, Private, 11th, Other-service, Mexico, <=50K
28, Private, Bachelors, Transport-moving, United-States, <=50K
54, Private, Bachelors, Sales, United-States, >50K
47, Private, Some-college, Prof-specialty, United-States, >50K
24, Private, HS-grad, Handlers-cleaners, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Prof-specialty, United-States, >50K
20, Private, HS-grad, Handlers-cleaners, United-States, <=50K
43, Self-emp-inc, Masters, Exec-managerial, United-States, <=50K
45, Private, 7th-8th, Other-service, Mexico, <=50K
29, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
47, Private, Masters, Exec-managerial, United-States, <=50K
24, Private, HS-grad, Craft-repair, United-States, <=50K
51, Private, HS-grad, Prof-specialty, United-States, <=50K
17, Private, 11th, Sales, United-States, <=50K
37, Private, Assoc-voc, Craft-repair, United-States, >50K
27, Private, Doctorate, Prof-specialty, United-States, <=50K
29, Private, Bachelors, Exec-managerial, United-States, >50K
18, ?, 12th, ?, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Sales, United-States, <=50K
58, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
26, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
65, ?, Some-college, ?, United-States, >50K
57, Private, HS-grad, Sales, United-States, >50K
59, Private, HS-grad, Craft-repair, United-States, <=50K
27, Private, HS-grad, Machine-op-inspct, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Tech-support, United-States, <=50K
21, Private, Some-college, Sales, United-States, <=50K
29, Private, Some-college, Adm-clerical, United-States, <=50K
18, Private, 11th, Other-service, United-States, <=50K
52, Private, 10th, Craft-repair, United-States, >50K
57, Self-emp-inc, Bachelors, Prof-specialty, United-States, <=50K
42, ?, HS-grad, ?, United-States, <=50K
55, ?, HS-grad, ?, United-States, <=50K
60, Private, 7th-8th, Transport-moving, United-States, >50K
31, Private, Bachelors, Prof-specialty, Canada, >50K
23, Private, Bachelors, Adm-clerical, United-States, <=50K
27, Private, HS-grad, Sales, United-States, <=50K
23, ?, Some-college, ?, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, >50K
25, Private, Some-college, Tech-support, United-States, <=50K
49, Private, Bachelors, Prof-specialty, United-States, <=50K
32, Private, Bachelors, Tech-support, United-States, <=50K
19, Private, Some-college, Adm-clerical, United-States, <=50K
60, Private, 7th-8th, Other-service, United-States, <=50K
42, Local-gov, 9th, Other-service, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Farming-fishing, United-States, <=50K
48, Private, HS-grad, Adm-clerical, United-States, <=50K
51, Private, Masters, Craft-repair, United-States, >50K
29, Private, HS-grad, Craft-repair, United-States, <=50K
36, Local-gov, HS-grad, Exec-managerial, United-States, <=50K
17, Private, 10th, Other-service, United-States, <=50K
52, Private, Masters, Prof-specialty, United-States, <=50K
24, Private, HS-grad, Craft-repair, United-States, <=50K
24, Private, HS-grad, Handlers-cleaners, United-States, <=50K
26, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
27, Private, Bachelors, Other-service, United-States, <=50K
39, Private, HS-grad, Handlers-cleaners, United-States, <=50K
30, Private, HS-grad, Transport-moving, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
52, Self-emp-inc, Bachelors, Sales, United-States, <=50K
46, Private, Prof-school, Prof-specialty, United-States, >50K
23, Private, Bachelors, Sales, United-States, <=50K
45, Private, 11th, Other-service, United-States, <=50K
65, Private, 9th, Priv-house-serv, United-States, <=50K
29, Private, Assoc-voc, Transport-moving, United-States, <=50K
47, Private, 9th, Handlers-cleaners, El-Salvador, <=50K
30, Private, HS-grad, Farming-fishing, United-States, <=50K
34, Private, HS-grad, Sales, United-States, >50K
38, Self-emp-not-inc, HS-grad, Sales, United-States, <=50K
33, Private, Some-college, Exec-managerial, United-States, >50K
49, Private, Bachelors, Sales, United-States, >50K
47, Self-emp-not-inc, Some-college, Other-service, United-States, <=50K
49, Local-gov, 10th, Other-service, United-States, <=50K
43, Private, Some-college, Craft-repair, United-States, >50K
30, Private, Bachelors, Adm-clerical, United-States, >50K
58, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
19, Private, HS-grad, Other-service, United-States, <=50K
21, Private, Bachelors, Handlers-cleaners, United-States, <=50K
33, Private, Bachelors, Exec-managerial, United-States, >50K
47, Self-emp-inc, 5th-6th, Transport-moving, Cuba, <=50K
52, Self-emp-not-inc, Doctorate, Prof-specialty, United-States, >50K
26, Private, HS-grad, Craft-repair, United-States, <=50K
60, Private, HS-grad, Craft-repair, United-States, <=50K
21, Private, Some-college, Handlers-cleaners, United-States, <=50K
36, Private, Some-college, Sales, United-States, >50K
31, Private, Some-college, Craft-repair, United-States, <=50K
50, Self-emp-inc, Doctorate, Prof-specialty, United-States, >50K
31, Local-gov, HS-grad, Adm-clerical, United-States, <=50K
71, Private, HS-grad, Craft-repair, United-States, <=50K
58, ?, HS-grad, ?, United-States, <=50K
30, State-gov, Bachelors, Tech-support, United-States, >50K
20, Private, Some-college, Other-service, United-States, <=50K
24, Private, HS-grad, Exec-managerial, United-States, <=50K
35, Private, Doctorate, Prof-specialty, Taiwan, >50K
38, State-gov, Some-college, Exec-managerial, United-States, <=50K
27, Private, HS-grad, Machine-op-inspct, United-States, <=50K
29, State-gov, Some-college, Adm-clerical, Philippines, <=50K
70, ?, 9th, ?, United-States, <=50K
34, Private, HS-grad, Craft-repair, United-States, <=50K
44, Private, 7th-8th, Craft-repair, United-States, <=50K
43, Private, HS-grad, Machine-op-inspct, United-States, >50K
44, Self-emp-not-inc, 12th, Handlers-cleaners, United-States, >50K
35, Private, Masters, Sales, United-States, <=50K
27, Private, Some-college, Prof-specialty, United-States, <=50K
43, Local-gov, Masters, Prof-specialty, United-States, <=50K
20, Private, Some-college, Sales, United-States, <=50K
42, Private, Assoc-acdm, Prof-specialty, United-States, >50K
27, State-gov, Some-college, Transport-moving, United-States, <=50K
42, Private, HS-grad, Craft-repair, United-States, >50K
20, ?, 11th, ?, South, <=50K
24, Private, 9th, Machine-op-inspct, United-States, <=50K
48, Federal-gov, Some-college, Exec-managerial, United-States, <=50K
17, ?, 11th, ?, United-States, <=50K
17, Self-emp-not-inc, 11th, Farming-fishing, United-States, <=50K
33, Private, Bachelors, Exec-managerial, United-States, >50K
50, Self-emp-inc, HS-grad, Sales, United-States, >50K
22, Private, HS-grad, Sales, United-States, <=50K
17, Private, 12th, Other-service, United-States, <=50K
32, Private, Some-college, Adm-clerical, Mexico, <=50K
31, Private, HS-grad, Craft-repair, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Exec-managerial, United-States, <=50K
29, Local-gov, HS-grad, Protective-serv, United-States, <=50K
37, Private, Assoc-voc, Craft-repair, Portugal, >50K
34, Self-emp-not-inc, HS-grad, Craft-repair, United-States, >50K
23, Local-gov, Some-college, Exec-managerial, United-States, <=50K
18, State-gov, 11th, Adm-clerical, United-States, <=50K
34, Private, HS-grad, Exec-managerial, United-States, <=50K
66, ?, 7th-8th, ?, United-States, <=50K
45, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
41, Private, Masters, Exec-managerial, Dominican-Republic, <=50K
26, Private, HS-grad, Other-service, United-States, <=50K
54, Local-gov, Some-college, Farming-fishing, United-States, <=50K
24, Private, Some-college, Machine-op-inspct, United-States, <=50K
42, Private, Some-college, Prof-specialty, United-States, <=50K
20, Private, Some-college, Prof-specialty, United-States, <=50K
23, State-gov, Bachelors, Tech-support, United-States, <=50K
25, ?, Assoc-acdm, ?, United-States, <=50K
35, Private, Masters, Prof-specialty, United-States, >50K
31, Private, Masters, Tech-support, United-States, >50K
30, Private, Bachelors, Prof-specialty, Poland, <=50K
19, Private, HS-grad, Sales, United-States, <=50K
36, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
31, Private, Bachelors, Sales, Cuba, <=50K
21, Private, Some-college, Handlers-cleaners, United-States, <=50K
31, Self-emp-not-inc, Some-college, Craft-repair, United-States, <=50K
46, Private, Doctorate, Prof-specialty, United-States, >50K
44, Private, Bachelors, Exec-managerial, United-States, >50K
40, Private, 12th, Other-service, Jamaica, <=50K
45, Private, Some-college, Sales, United-States, <=50K
60, Private, HS-grad, Craft-repair, United-States, <=50K
18, Private, 11th, Other-service, United-States, <=50K
28, Private, Bachelors, Prof-specialty, United-States, <=50K
36, Private, Some-college, Adm-clerical, United-States, <=50K
36, Private, Bachelors, Prof-specialty, ?, <=50K
40, Private, Assoc-voc, Tech-support, United-States, <=50K
36, Local-gov, Bachelors, Adm-clerical, Honduras, <=50K
31, Private, HS-grad, Other-service, United-States, <=50K
33, Private, HS-grad, Machine-op-inspct, United-States, <=50K
19, State-gov, HS-grad, Tech-support, United-States, <=50K
22, Private, Some-college, Sales, United-States, <=50K
34, Private, Bachelors, Exec-managerial, United-States, >50K
33, Private, HS-grad, Other-service, United-States, <=50K
41, Private, HS-grad, Craft-repair, United-States, <=50K
29, Private, Bachelors, Prof-specialty, United-States, <=50K
50, Local-gov, HS-grad, Exec-managerial, United-States, >50K
42, Private, Bachelors, Exec-managerial, United-States, >50K
43, Private, Bachelors, Prof-specialty, ?, >50K
44, Private, HS-grad, Sales, United-States, <=50K
20, Private, Some-college, Other-service, United-States, <=50K
31, Private, HS-grad, Other-service, Mexico, <=50K
65, Self-emp-not-inc, 11th, Exec-managerial, ?, >50K
23, Private, Some-college, Other-service, United-States, <=50K
55, Private, Some-college, Adm-clerical, United-States, <=50K
26, Private, Assoc-voc, Adm-clerical, United-States, <=50K
25, Private, Assoc-voc, Other-service, United-States, <=50K
45, ?, Some-college, ?, United-States, <=50K
35, Private, Some-college, Craft-repair, United-States, <=50K
36, Private, Some-college, Sales, United-States, <=50K
43, State-gov, Bachelors, Prof-specialty, United-States, <=50K
56, Private, HS-grad, Other-service, United-States, <=50K
42, Private, Bachelors, Tech-support, United-States, >50K
19, Private, Some-college, Other-service, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Transport-moving, United-States, <=50K
42, Private, Masters, Exec-managerial, United-States, >50K
26, Private, Assoc-voc, Tech-support, United-States, <=50K
17, Private, 12th, Handlers-cleaners, United-States, <=50K
42, Local-gov, Bachelors, Prof-specialty, United-States, >50K
55, Private, HS-grad, Transport-moving, United-States, >50K
32, Private, Some-college, Adm-clerical, United-States, <=50K
29, Private, 11th, Craft-repair, Haiti, <=50K
46, State-gov, Bachelors, Prof-specialty, United-States, <=50K
29, State-gov, Bachelors, Exec-managerial, United-States, >50K
22, Private, Bachelors, Prof-specialty, United-States, <=50K
58, Self-emp-not-inc, 10th, Craft-repair, United-States, <=50K
23, Private, HS-grad, Transport-moving, United-States, <=50K
39, Private, HS-grad, Handlers-cleaners, United-States, <=50K
27, Private, Assoc-voc, Craft-repair, United-States, <=50K
54, Private, HS-grad, Transport-moving, United-States, >50K
33, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
46, Federal-gov, HS-grad, Adm-clerical, United-States, >50K
37, Private, HS-grad, Farming-fishing, United-States, <=50K
36, Private, HS-grad, Other-service, United-States, <=50K
59, Local-gov, HS-grad, Adm-clerical, United-States, >50K
34, Local-gov, HS-grad, Protective-serv, Portugal, <=50K
53, Self-emp-inc, Doctorate, Exec-managerial, United-States, >50K
51, Private, Bachelors, Sales, United-States, >50K
32, Private, 10th, Other-service, United-States, <=50K
31, State-gov, Some-college, Other-service, United-States, <=50K
22, Private, Some-college, Sales, Germany, <=50K
47, Self-emp-not-inc, Bachelors, Sales, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, <=50K
